employee_number,eeceeid,eeccoid,first_name,preferred_first_name,last_name,email_address,date_of_birth,original_hire_date,seniority_date,retirement_date,job_code,job_title,job_family_code,employee_type_code,employment_status_code,employment_status,company_code,location_code,org_level_1_code,supervisor_employee_number,supervisor_name,supervisor_email,primary_key,secondary_key,scheduled_fte,termination_date
100091,EE100091,CO002,Jeffrey,Jeffrey,Price,jeffrey.price@westmarkmanufacturing.com,1985-12-04,2018-03-21,2018-03-21,,14CSR2,Customer Service Specialist,CSR,RFT,A,Active,WSTMF,113,170,100750,"Cook, Stephanie",stephanie.cook@westmarkmanufacturing.com,100091_WSTMF,EE100091_CO002,1.0,
100092,EE100092,CO001,Carol,Carol,Nguyen,carol.nguyen@northernpipeline.com,1976-12-07,2018-03-21,2018-03-21,,32IT1,IT Support Technician,IT,RFT,T,Terminated,NRTHP,115,50,100721,"Walker, Larry",larry.walker@alpineconstruction.com,100092_NRTHP,EE100092_CO001,1.0,2018-07-29
100093,EE100093,CO004,Jessica,Jessica,Hall,jessica.hall@alpineconstruction.com,1994-01-28,2018-03-21,2018-03-21,,56TRD2,Journeyman Technician,TRD,RPT,A,Active,ALPNC,121,170,,,,100093_ALPNC,EE100093_CO004,0.65,
100094,EE100094,CO002,Mohammed,Mohammed,Persson,mohammed.persson@westmarkmanufacturing.com,1989-11-18,2018-03-22,2018-03-22,,34IT2,Software Developer,IT,RFT,T,Terminated,WSTMF,115,60,100038,"Edwards, Michael",michael.edwards@alpineconstruction.com,100094_WSTMF,EE100094_CO002,1.0,2020-07-22
100095,EE100095,CO004,Hans,Hans,Persson,hans.persson@alpineconstruction.com,1989-08-15,2018-03-22,2018-03-22,,62WHS3,Senior Warehouse Clerk,WHSE,RFT,T,Terminated,ALPNC,116,250,,,,100095_ALPNC,EE100095_CO004,1.0,2021-11-28
100096,EE100096,CO002,Jonathan,Jonathan,Murphy,jonathan.murphy@westmarkmanufacturing.com,2000-02-17,2018-03-22,2018-03-22,,78ANL2,Business Analyst,ANLYT,RFT,T,Terminated,WSTMF,118,40,102377,"Rodriguez, Fatima",fatima.rodriguez@prairieresources.ca,100096_WSTMF,EE100096_CO002,1.0,2018-07-17
100097,EE100097,CO004,Tyler,Tyler,Long,tyler.long@alpineconstruction.com,1983-09-25,2018-03-23,2018-03-23,,33IT2,Systems Administrator,IT,RFT,T,Terminated,ALPNC,114,200,102155,"Young, James",james.young@northernpipeline.com,100097_ALPNC,EE100097_CO004,1.0,2019-01-21
100098,EE100098,CO003,Marie,Marie,Rogers,marie.rogers@prairieresources.ca,1983-06-19,2018-03-23,2018-03-23,,56TRD2,Journeyman Technician,TRD,CON,A,Active,PRMRE,117,130,101323,"Kelly, Raj",raj.kelly@prairieresources.ca,100098_PRMRE,EE100098_CO003,1.0,
100099,EE100099,CO002,Ryan,Ryan,Jones,ryan.jones@westmarkmanufacturing.com,1985-07-02,2018-03-23,2018-03-23,,68TEC4,Technical Specialist,TECH,RFT,T,Terminated,WSTMF,111,60,,,,100099_WSTMF,EE100099_CO002,1.0,2023-04-29
100100,EE100100,CO003,Lisa,Lisa,Long,lisa.long@prairieresources.ca,1988-11-24,2018-03-27,2018-03-27,,79ANL3,Senior Data Analyst,ANLYT,RFT,T,Terminated,PRMRE,123,30,,,,100100_PRMRE,EE100100_CO003,1.0,2018-09-02
100101,EE100101,CO002,Andrew,Andrew,Andersson,andrew.andersson@westmarkmanufacturing.com,1999-08-30,2018-03-27,2018-03-27,,77ANL1,Data Analyst,ANLYT,RPT,T,Terminated,WSTMF,115,170,102467,"Hill, Lars",lars.hill@westmarkmanufacturing.com,100101_WSTMF,EE100101_CO002,0.5,2020-07-20
100102,EE100102,CO002,Pierre,Pierre,Cooper,pierre.cooper@westmarkmanufacturing.com,1991-02-12,2018-03-28,2018-03-28,,70MKT1,Marketing Coordinator,MKTG,RFT,T,Terminated,WSTMF,102,80,100620,"Hall, Sakura",sakura.hall@northernpipeline.com,100102_WSTMF,EE100102_CO002,1.0,2019-04-05
100103,EE100103,CO001,Carol,Carol,Anderson,carol.anderson@northernpipeline.com,1990-01-17,2018-03-28,2018-03-28,,42SAL2,Account Executive,SALES,RFT,T,Terminated,NRTHP,108,130,,,,100103_NRTHP,EE100103_CO001,1.0,2021-05-05
100104,EE100104,CO001,Michael,Michael,Reyes,michael.reyes@northernpipeline.com,1994-08-22,2018-03-28,2018-03-28,,01ADM1,Administrative Assistant,ADMIN,RFT,T,Terminated,NRTHP,115,160,102695,"Anderson, Betty",betty.anderson@northernpipeline.com,100104_NRTHP,EE100104_CO001,1.0,2019-04-03
100105,EE100105,CO004,Amy,Amy,Howard,amy.howard@alpineconstruction.com,1987-09-16,2018-04-02,2018-04-02,,02ADM2,Administrative Coordinator,ADMIN,RFT,A,Active,ALPNC,116,10,102461,"King, Alexander",alexander.king@northernpipeline.com,100105_ALPNC,EE100105_CO004,1.0,
100106,EE100106,CO002,Dorothy,Dorothy,Patel,dorothy.patel@westmarkmanufacturing.com,1981-11-03,2018-04-02,2018-04-02,,15CSR3,Senior Customer Service Specialist,CSR,RPT,T,Terminated,WSTMF,124,240,,,,100106_WSTMF,EE100106_CO002,0.41,2018-12-21
100107,EE100107,CO004,Sandra,Sandra,Morris,sandra.morris@alpineconstruction.com,1968-02-21,2018-04-03,2018-04-03,,89PRO2,Project Coordinator,PROJ,RFT,T,Terminated,ALPNC,115,250,100992,"Moore, Ronald",ronald.moore@westmarkmanufacturing.com,100107_ALPNC,EE100107_CO004,1.0,2022-06-03
100108,EE100108,CO003,Stephen,Stephen,Persson,stephen.persson@prairieresources.ca,1984-09-10,2018-04-05,2018-04-05,,78ANL2,Business Analyst,ANLYT,RFT,T,Terminated,PRMRE,115,40,,,,100108_PRMRE,EE100108_CO003,1.0,2021-04-21
100109,EE100109,CO004,Donna,Donna,Larsson,donna.larsson@alpineconstruction.com,1984-01-02,2018-04-05,2018-04-05,,45SAL5,Sales Manager,SALES,RFT,T,Terminated,ALPNC,115,200,,,,100109_ALPNC,EE100109_CO004,1.0,2025-07-09
100110,EE100110,CO003,Jonathan,Jonathan,Watson,jonathan.watson@prairieresources.ca,1987-02-03,2018-04-06,2018-04-06,,65TEC1,Field Technician,TECH,RFT,A,Active,PRMRE,122,40,101880,"Roberts, Christine",christine.roberts@westmarkmanufacturing.com,100110_PRMRE,EE100110_CO003,1.0,
100111,EE100111,CO004,Kimberly,Kimberly,Jimenez,kimberly.jimenez@alpineconstruction.com,1999-12-13,2018-04-06,2018-04-06,,16CSR4,Customer Service Team Lead,CSR,RFT,T,Terminated,ALPNC,114,120,,,,100111_ALPNC,EE100111_CO004,1.0,2021-06-29
100112,EE100112,CO003,Shirley,Shirley,Baker,shirley.baker@prairieresources.ca,1986-09-19,2018-04-06,2018-04-06,,65TEC1,Field Technician,TECH,RFT,T,Terminated,PRMRE,115,230,101987,"Schmidt, Priya",priya.schmidt@westmarkmanufacturing.com,100112_PRMRE,EE100112_CO003,1.0,2018-10-18
100113,EE100113,CO003,Anna,Anna,Reyes,anna.reyes@prairieresources.ca,1985-07-01,2018-04-06,2018-04-06,,08ACC3,Senior Accountant,ACCTG,RFT,T,Terminated,PRMRE,117,230,,,,100113_PRMRE,EE100113_CO003,1.0,2018-12-30
100114,EE100114,CO003,Susan,Susan,Flores,susan.flores@prairieresources.ca,1961-09-21,2018-04-06,2018-04-06,,07ACC2,Accountant,ACCTG,RFT,T,Terminated,PRMRE,122,70,101370,"Nilsson, Samantha",samantha.nilsson@westmarkmanufacturing.com,100114_PRMRE,EE100114_CO003,1.0,2019-04-04
100115,EE100115,CO001,Kathleen,Kathleen,Walker,kathleen.walker@northernpipeline.com,1987-08-24,2018-04-06,2018-04-06,,35IT3,Senior Developer,IT,RFT,T,Terminated,NRTHP,114,140,,,,100115_NRTHP,EE100115_CO001,1.0,2018-11-07
100116,EE100116,CO002,Laura,Laura,Wagner,laura.wagner@westmarkmanufacturing.com,1982-10-11,2018-04-06,2018-04-06,,18ENG1,Junior Engineer,ENGR,RFT,T,Terminated,WSTMF,110,190,,,,100116_WSTMF,EE100116_CO002,1.0,2018-06-29
100117,EE100117,CO003,Samantha,Samantha,Wright,samantha.wright@prairieresources.ca,1986-04-29,2018-04-09,2018-04-09,,42SAL2,Account Executive,SALES,RPT,T,Terminated,PRMRE,122,230,101500,"Cox, Pamela",pamela.cox@prairieresources.ca,100117_PRMRE,EE100117_CO003,0.7,2018-05-17
100118,EE100118,CO003,Anna,Anna,Nguyen,anna.nguyen@prairieresources.ca,1998-02-13,2018-04-09,2018-04-09,,94LEG2,Paralegal,LEGAL,RFT,A,Active,PRMRE,102,80,100620,"Hall, Sakura",sakura.hall@northernpipeline.com,100118_PRMRE,EE100118_CO003,1.0,
100119,EE100119,CO002,Jacob,Jacob,Mendoza,jacob.mendoza@westmarkmanufacturing.com,1974-09-19,2018-04-09,2018-04-09,,13CSR1,Customer Service Representative,CSR,RFT,T,Terminated,WSTMF,113,200,101114,"Young, Nathan",nathan.young@westmarkmanufacturing.com,100119_WSTMF,EE100119_CO002,1.0,2019-08-01
100120,EE100120,CO001,Brenda,Brenda,Ramos,brenda.ramos@northernpipeline.com,1978-08-17,2018-04-09,2018-04-09,,27HR3,Senior HR Generalist,HR,CON,T,Terminated,NRTHP,122,210,,,,100120_NRTHP,EE100120_CO001,1.0,2019-04-04
100121,EE100121,CO004,Astrid,Astrid,Thompson,astrid.thompson@alpineconstruction.com,1978-05-25,2018-04-11,2018-04-11,,20ENG3,Senior Engineer,ENGR,RFT,A,Active,ALPNC,124,10,100895,"Li, George",george.li@alpineconstruction.com,100121_ALPNC,EE100121_CO004,1.0,
100122,EE100122,CO003,Sharon,Sharon,Andersson,sharon.andersson@prairieresources.ca,1995-06-27,2018-04-11,2018-04-11,,50OPS3,Operations Specialist,OPS,RFT,T,Terminated,PRMRE,102,200,,,,100122_PRMRE,EE100122_CO003,1.0,2019-02-06
100123,EE100123,CO003,Dorothy,Dorothy,Scott,dorothy.scott@prairieresources.ca,1972-01-15,2018-04-11,2018-04-11,,77ANL1,Data Analyst,ANLYT,RFT,T,Terminated,PRMRE,121,210,101318,"Gonzalez, Rachel",rachel.gonzalez@prairieresources.ca,100123_PRMRE,EE100123_CO003,1.0,2020-03-26
100124,EE100124,CO001,Adam,Adam,King,adam.king@northernpipeline.com,1999-11-20,2018-04-13,2018-04-13,,32IT1,IT Support Technician,IT,RFT,T,Terminated,NRTHP,104,120,101422,"James, Hans",hans.james@northernpipeline.com,100124_NRTHP,EE100124_CO001,1.0,2019-06-20
100125,EE100125,CO004,Mei,Mei,Andersson,mei.andersson@alpineconstruction.com,1980-07-02,2018-04-13,2018-04-13,,62WHS3,Senior Warehouse Clerk,WHSE,RPT,T,Terminated,ALPNC,104,50,,,,100125_ALPNC,EE100125_CO004,0.48,2020-08-27
100126,EE100126,CO001,Daniel,Daniel,Myers,daniel.myers@northernpipeline.com,1965-03-10,2018-04-13,2018-04-13,,26HR2,HR Generalist,HR,RFT,A,Active,NRTHP,101,100,,,,100126_NRTHP,EE100126_CO001,1.0,
100127,EE100127,CO002,Steven,Steven,Shah,steven.shah@westmarkmanufacturing.com,1995-11-23,2018-04-13,2018-04-13,,03ADM3,Senior Administrative Coordinator,ADMIN,RFT,T,Terminated,WSTMF,113,50,,,,100127_WSTMF,EE100127_CO002,1.0,2021-02-01
100128,EE100128,CO003,Thomas,Thomas,Cook,thomas.cook@prairieresources.ca,1991-10-18,2018-04-13,2018-04-13,,15CSR3,Senior Customer Service Specialist,CSR,RFT,A,Active,PRMRE,116,120,101531,"Kim, Rachel",rachel.kim@alpineconstruction.com,100128_PRMRE,EE100128_CO003,1.0,
100129,EE100129,CO004,Scott,Scott,Williams,scott.williams@alpineconstruction.com,1986-01-01,2018-04-13,2018-04-13,,77ANL1,Data Analyst,ANLYT,RFT,T,Terminated,ALPNC,112,220,102048,"Parker, Ronald",ronald.parker@northernpipeline.com,100129_ALPNC,EE100129_CO004,1.0,2022-12-12
100130,EE100130,CO003,Thomas,Thomas,Schulz,thomas.schulz@prairieresources.ca,1991-06-26,2018-04-13,2018-04-13,,66TEC2,Service Technician,TECH,RFT,T,Terminated,PRMRE,105,140,101279,"Gomez, Kathleen",kathleen.gomez@westmarkmanufacturing.com,100130_PRMRE,EE100130_CO003,1.0,2019-08-28
100131,EE100131,CO002,Mark,Mark,Young,mark.young@westmarkmanufacturing.com,1999-10-24,2018-04-16,2018-04-16,,48OPS1,Operations Assistant,OPS,RPT,T,Terminated,WSTMF,102,50,102746,"Castillo, Nathan",nathan.castillo@alpineconstruction.com,100131_WSTMF,EE100131_CO002,0.46,2019-04-02
100132,EE100132,CO001,Patrick,Patrick,Nilsson,patrick.nilsson@northernpipeline.com,1985-07-16,2018-04-18,2018-04-18,,43SAL3,Senior Account Executive,SALES,RFT,T,Terminated,NRTHP,121,10,,,,100132_NRTHP,EE100132_CO001,1.0,2018-04-23
100133,EE100133,CO003,Pamela,Pamela,James,pamela.james@prairieresources.ca,1996-12-20,2018-04-18,2018-04-18,,26HR2,HR Generalist,HR,RFT,T,Terminated,PRMRE,123,250,101980,"Harris, Ahmed",ahmed.harris@northernpipeline.com,100133_PRMRE,EE100133_CO003,1.0,2020-09-20
100134,EE100134,CO002,Andrew,Andrew,Cook,andrew.cook@westmarkmanufacturing.com,1982-01-28,2018-04-18,2018-04-18,,07ACC2,Accountant,ACCTG,RFT,T,Terminated,WSTMF,100,90,100821,"Morales, Catherine",catherine.morales@alpineconstruction.com,100134_WSTMF,EE100134_CO002,1.0,2019-04-24
100135,EE100135,CO002,Melissa,Melissa,White,melissa.white@westmarkmanufacturing.com,1995-09-11,2018-04-19,2018-04-19,,33IT2,Systems Administrator,IT,RFT,T,Terminated,WSTMF,106,200,,,,100135_WSTMF,EE100135_CO002,1.0,2018-08-16
100136,EE100136,CO002,William,William,Parker,william.parker@westmarkmanufacturing.com,1971-02-28,2018-04-19,2018-04-19,,01ADM1,Administrative Assistant,ADMIN,RFT,T,Terminated,WSTMF,107,100,,,,100136_WSTMF,EE100136_CO002,1.0,2018-04-29
100137,EE100137,CO002,Richard,Richard,Ramirez,richard.ramirez@westmarkmanufacturing.com,1993-07-04,2018-04-19,2018-04-19,,25HR1,HR Coordinator,HR,RFT,A,Active,WSTMF,124,200,101983,"Kelly, Kenji",kenji.kelly@northernpipeline.com,100137_WSTMF,EE100137_CO002,1.0,
100138,EE100138,CO003,Timothy,Timothy,Nguyen,timothy.nguyen@prairieresources.ca,1989-12-15,2018-04-20,2018-04-20,,44SAL4,Sales Team Lead,SALES,RFT,T,Terminated,PRMRE,123,120,,,,100138_PRMRE,EE100138_CO003,1.0,2021-06-26
100139,EE100139,CO002,Isabella,Isabella,Mendoza,isabella.mendoza@westmarkmanufacturing.com,1978-01-16,2018-04-20,2018-04-20,,94LEG2,Paralegal,LEGAL,RFT,T,Terminated,WSTMF,111,250,102191,"Green, Cynthia",cynthia.green@alpineconstruction.com,100139_WSTMF,EE100139_CO002,1.0,2022-12-23
100140,EE100140,CO004,Andrew,Andrew,Garcia,andrew.garcia@alpineconstruction.com,1998-07-20,2018-04-20,2018-04-20,,18ENG1,Junior Engineer,ENGR,RFT,T,Terminated,ALPNC,102,220,102813,"Mitchell, John",john.mitchell@alpineconstruction.com,100140_ALPNC,EE100140_CO004,1.0,2018-12-30
100141,EE100141,CO004,Susan,Susan,Stewart,susan.stewart@alpineconstruction.com,1984-03-26,2018-04-20,2018-04-20,,01ADM1,Administrative Assistant,ADMIN,RFT,T,Terminated,ALPNC,114,100,100841,"Weber, Olga",olga.weber@northernpipeline.com,100141_ALPNC,EE100141_CO004,1.0,2022-07-10
100142,EE100142,CO004,George,George,Fischer,george.fischer@alpineconstruction.com,1972-07-21,2018-04-23,2018-04-23,,07ACC2,Accountant,ACCTG,RFT,A,Active,ALPNC,111,210,,,,100142_ALPNC,EE100142_CO004,1.0,
100143,EE100143,CO002,Scott,Scott,Sanders,scott.sanders@westmarkmanufacturing.com,2000-04-04,2018-04-23,2018-04-23,,65TEC1,Field Technician,TECH,RPT,T,Terminated,WSTMF,104,80,100073,"Myers, Aisha",aisha.myers@alpineconstruction.com,100143_WSTMF,EE100143_CO002,0.45,2020-03-13
100144,EE100144,CO004,Dennis,Dennis,Morales,dennis.morales@alpineconstruction.com,1984-07-20,2018-04-24,2018-04-24,,34IT2,Software Developer,IT,RFT,T,Terminated,ALPNC,114,240,,,,100144_ALPNC,EE100144_CO004,1.0,2020-02-09
100145,EE100145,CO003,Janet,Janet,Davis,janet.davis@prairieresources.ca,1983-06-03,2018-04-24,2018-04-24,,41SAL1,Sales Representative,SALES,RFT,A,Active,PRMRE,123,10,102401,"Young, Samuel",samuel.young@northernpipeline.com,100145_PRMRE,EE100145_CO003,1.0,
100146,EE100146,CO004,Amanda,Amanda,Ramirez,amanda.ramirez@alpineconstruction.com,1978-09-12,2018-04-25,2018-04-25,,36IT3,Senior Systems Administrator,IT,RFT,T,Terminated,ALPNC,102,110,100283,"Larsson, Patricia",patricia.larsson@alpineconstruction.com,100146_ALPNC,EE100146_CO004,1.0,2019-09-09
100147,EE100147,CO004,Nancy,Nancy,Walker,nancy.walker@alpineconstruction.com,1998-05-23,2018-04-25,2018-04-25,,25HR1,HR Coordinator,HR,CON,T,Terminated,ALPNC,102,140,100617,"Hughes, Cynthia",cynthia.hughes@alpineconstruction.com,100147_ALPNC,EE100147_CO004,1.0,2019-10-29
100148,EE100148,CO004,Isabella,Isabella,Carter,isabella.carter@alpineconstruction.com,1999-12-14,2018-04-26,2018-04-26,,18ENG1,Junior Engineer,ENGR,RFT,T,Terminated,ALPNC,116,220,101724,"Morales, Fatima",fatima.morales@northernpipeline.com,100148_ALPNC,EE100148_CO004,1.0,2019-05-08
100149,EE100149,CO002,Nathan,Nathan,Reed,nathan.reed@westmarkmanufacturing.com,1980-11-20,2018-04-27,2018-04-27,,94LEG2,Paralegal,LEGAL,CON,T,Terminated,WSTMF,108,130,,,,100149_WSTMF,EE100149_CO002,1.0,2019-04-19
100150,EE100150,CO001,Lars,Lars,Gutierrez,lars.gutierrez@northernpipeline.com,1983-09-19,2018-04-27,2018-04-27,,66TEC2,Service Technician,TECH,RFT,T,Terminated,NRTHP,123,140,102554,"Kim, Marie",marie.kim@northernpipeline.com,100150_NRTHP,EE100150_CO001,1.0,2018-11-30
100151,EE100151,CO004,Robert,Robert,Bennett,robert.bennett@alpineconstruction.com,1983-10-13,2018-05-01,2018-05-01,,43SAL3,Senior Account Executive,SALES,RFT,A,Active,ALPNC,112,160,,,,100151_ALPNC,EE100151_CO004,1.0,
100152,EE100152,CO002,Ingrid,Ingrid,Carter,ingrid.carter@westmarkmanufacturing.com,1983-05-06,2018-05-01,2018-05-01,,34IT2,Software Developer,IT,RFT,A,Active,WSTMF,108,90,,,,100152_WSTMF,EE100152_CO002,1.0,
100153,EE100153,CO004,Angela,Angela,Shah,angela.shah@alpineconstruction.com,1992-06-22,2018-05-02,2018-05-02,,26HR2,HR Generalist,HR,RFT,A,Active,ALPNC,111,190,101390,"Harris, Kenneth",kenneth.harris@northernpipeline.com,100153_ALPNC,EE100153_CO004,1.0,
100154,EE100154,CO003,Robert,Robert,Ruiz,robert.ruiz@prairieresources.ca,1983-09-06,2018-05-03,2018-05-03,,19ENG2,Engineer,ENGR,RFT,T,Terminated,PRMRE,121,210,101318,"Gonzalez, Rachel",rachel.gonzalez@prairieresources.ca,100154_PRMRE,EE100154_CO003,1.0,2018-09-03
100155,EE100155,CO004,Priya,Priya,Harris,priya.harris@alpineconstruction.com,1984-01-02,2018-05-03,2018-05-03,,42SAL2,Account Executive,SALES,RFT,A,Active,ALPNC,102,100,100763,"Bailey, Anna",anna.bailey@westmarkmanufacturing.com,100155_ALPNC,EE100155_CO004,1.0,
100156,EE100156,CO002,Cynthia,Cynthia,Gomez,cynthia.gomez@westmarkmanufacturing.com,1993-11-03,2018-05-04,2018-05-04,,56TRD2,Journeyman Technician,TRD,RFT,T,Terminated,WSTMF,122,70,101370,"Nilsson, Samantha",samantha.nilsson@westmarkmanufacturing.com,100156_WSTMF,EE100156_CO002,1.0,2018-05-28
100157,EE100157,CO003,Katherine,Katherine,Perez,katherine.perez@prairieresources.ca,1967-09-14,2018-05-04,2018-05-04,,80ANL4,Analytics Lead,ANLYT,RFT,T,Terminated,PRMRE,118,190,,,,100157_PRMRE,EE100157_CO003,1.0,2019-10-19
100158,EE100158,CO004,Carlos,Carlos,Reyes,carlos.reyes@alpineconstruction.com,1982-04-03,2018-05-04,2018-05-04,,13CSR1,Customer Service Representative,CSR,RFT,T,Terminated,ALPNC,116,60,102529,"Weber, Raymond",raymond.weber@prairieresources.ca,100158_ALPNC,EE100158_CO004,1.0,2018-09-05
100159,EE100159,CO004,Barbara,Barbara,Cox,barbara.cox@alpineconstruction.com,1997-05-16,2018-05-04,2018-05-04,,15CSR3,Senior Customer Service Specialist,CSR,CON,T,Terminated,ALPNC,116,120,101531,"Kim, Rachel",rachel.kim@alpineconstruction.com,100159_ALPNC,EE100159_CO004,1.0,2019-05-04
100160,EE100160,CO001,Maria,Maria,Hughes,maria.hughes@northernpipeline.com,1979-10-13,2018-05-04,2018-05-04,,33IT2,Systems Administrator,IT,RFT,T,Terminated,NRTHP,120,210,,,,100160_NRTHP,EE100160_CO001,1.0,2024-10-19
100161,EE100161,CO002,Ahmed,Ahmed,Mendoza,ahmed.mendoza@westmarkmanufacturing.com,1995-08-25,2018-05-04,2018-05-04,,68TEC4,Technical Specialist,TECH,RFT,A,Active,WSTMF,107,180,,,,100161_WSTMF,EE100161_CO002,1.0,
100162,EE100162,CO001,Brenda,Brenda,Wong,brenda.wong@northernpipeline.com,1979-01-09,2018-05-04,2018-05-04,,32IT1,IT Support Technician,IT,RFT,T,Terminated,NRTHP,120,50,,,,100162_NRTHP,EE100162_CO001,1.0,2020-02-11
100163,EE100163,CO003,James,James,Lewis,james.lewis@prairieresources.ca,1974-06-09,2018-05-08,2018-05-08,,13CSR1,Customer Service Representative,CSR,RFT,T,Terminated,PRMRE,121,150,101583,"Hughes, Michael",michael.hughes@alpineconstruction.com,100163_PRMRE,EE100163_CO003,1.0,2018-06-11
100164,EE100164,CO004,Linda,Linda,Cruz,linda.cruz@alpineconstruction.com,1995-04-20,2018-05-09,2018-05-09,,66TEC2,Service Technician,TECH,RPT,A,Active,ALPNC,112,40,,,,100164_ALPNC,EE100164_CO004,0.79,
100165,EE100165,CO001,Diane,Diane,Morris,diane.morris@northernpipeline.com,1977-04-05,2018-05-09,2018-05-09,,48OPS1,Operations Assistant,OPS,RFT,A,Active,NRTHP,116,200,102378,"Cook, Patrick",patrick.cook@prairieresources.ca,100165_NRTHP,EE100165_CO001,1.0,
100166,EE100166,CO003,Angela,Angela,Gutierrez,angela.gutierrez@prairieresources.ca,1981-12-15,2018-05-09,2018-05-09,,79ANL3,Senior Data Analyst,ANLYT,RFT,T,Terminated,PRMRE,100,250,102201,"Reed, Sandra",sandra.reed@westmarkmanufacturing.com,100166_PRMRE,EE100166_CO003,1.0,2023-07-15
100167,EE100167,CO003,Raymond,Raymond,Davis,raymond.davis@prairieresources.ca,1978-03-30,2018-05-10,2018-05-10,,32IT1,IT Support Technician,IT,RFT,A,Active,PRMRE,117,100,101032,"Olsson, Christopher",christopher.olsson@northernpipeline.com,100167_PRMRE,EE100167_CO003,1.0,
100168,EE100168,CO002,Susan,Susan,Carter,susan.carter@westmarkmanufacturing.com,1968-03-13,2018-05-11,2018-05-11,,41SAL1,Sales Representative,SALES,RFT,T,Terminated,WSTMF,113,30,,,,100168_WSTMF,EE100168_CO002,1.0,2024-02-14
100169,EE100169,CO003,Kenji,Kenji,Liu,kenji.liu@prairieresources.ca,1989-05-01,2018-05-11,2018-05-11,,72MKT3,Senior Marketing Specialist,MKTG,CON,T,Terminated,PRMRE,116,180,101899,"Patel, Cynthia",cynthia.patel@northernpipeline.com,100169_PRMRE,EE100169_CO003,1.0,2020-01-14
100170,EE100170,CO003,Margaret,Margaret,Persson,margaret.persson@prairieresources.ca,1993-08-06,2018-05-11,2018-05-11,,03ADM3,Senior Administrative Coordinator,ADMIN,RPT,A,Active,PRMRE,122,120,,,,100170_PRMRE,EE100170_CO003,0.67,
100171,EE100171,CO002,Gregory,Gregory,Scott,gregory.scott@westmarkmanufacturing.com,1995-04-12,2018-05-14,2018-05-14,,71MKT2,Marketing Specialist,MKTG,CON,A,Active,WSTMF,124,140,100787,"Lopez, Isabella",isabella.lopez@alpineconstruction.com,100171_WSTMF,EE100171_CO002,1.0,
100172,EE100172,CO003,Kevin,Kevin,Price,kevin.price@prairieresources.ca,1994-09-18,2018-05-14,2018-05-14,,02ADM2,Administrative Coordinator,ADMIN,RFT,T,Terminated,PRMRE,102,100,100763,"Bailey, Anna",anna.bailey@westmarkmanufacturing.com,100172_PRMRE,EE100172_CO003,1.0,2024-11-08
100173,EE100173,CO004,Nicholas,Nicholas,Lee,nicholas.lee@alpineconstruction.com,1986-11-15,2018-05-15,2018-05-15,,56TRD2,Journeyman Technician,TRD,RFT,T,Terminated,ALPNC,104,230,101952,"Phillips, Astrid",astrid.phillips@westmarkmanufacturing.com,100173_ALPNC,EE100173_CO004,1.0,2021-08-02
100174,EE100174,CO003,Sarah,Sarah,Fischer,sarah.fischer@prairieresources.ca,1983-02-09,2018-05-15,2018-05-15,,56TRD2,Journeyman Technician,TRD,RFT,T,Terminated,PRMRE,124,230,102542,"Clark, Christopher",christopher.clark@northernpipeline.com,100174_PRMRE,EE100174_CO003,1.0,2020-07-18
100175,EE100175,CO003,Adam,Adam,Walker,adam.walker@prairieresources.ca,1984-04-16,2018-05-16,2018-05-16,,32IT1,IT Support Technician,IT,TAW,T,Terminated,PRMRE,116,230,100181,"Brown, Anthony",anthony.brown@prairieresources.ca,100175_PRMRE,EE100175_CO003,1.0,2020-03-04
100176,EE100176,CO004,Astrid,Astrid,Li,astrid.li@alpineconstruction.com,1977-06-01,2018-05-17,2018-05-17,,01ADM1,Administrative Assistant,ADMIN,CON,T,Terminated,ALPNC,112,160,100151,"Bennett, Robert",robert.bennett@alpineconstruction.com,100176_ALPNC,EE100176_CO004,1.0,2021-06-14
100177,EE100177,CO002,Ronald,Ronald,Young,ronald.young@westmarkmanufacturing.com,1985-07-06,2018-05-17,2018-05-17,,32IT1,IT Support Technician,IT,TFT,T,Terminated,WSTMF,104,210,,,,100177_WSTMF,EE100177_CO002,1.0,2018-10-13
100178,EE100178,CO002,Carolyn,Carolyn,Ward,carolyn.ward@westmarkmanufacturing.com,1971-12-26,2018-05-17,2018-05-17,,42SAL2,Account Executive,SALES,RFT,T,Terminated,WSTMF,106,150,,,,100178_WSTMF,EE100178_CO002,1.0,2021-06-08
